"Cluster","Prevalence (%)","Data Source"
"Hypertension–Diabetes–Osteoarthritis–Visual Impairment/Overweight","7.3%","https://journals.sagepub.com/doi/10.1177/23333928231178774?icid=int.sj-full-text.citing-articles.130"
"Hypertension–Coronary Artery Disease–Diabetes","9.8–14.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Disease Combination","Population/Study Context","Notable Insights"
"Hypertension + Hyperlipidemia","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Most prevalent combination; often co-treated"
"Diabetes + Hypertension","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Strongly associated; common in cardio-metabolic clusters"
"Arthritis + Hypertension","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Frequently reported, especially in older adults"
"Hypertension + Overweight","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Common dyad in epidemiological studies"
"Cardiovascular Disease + Heart Failure","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Highest lift (co-occurrence much higher than expected)"
"Diabetes + Asthma/COPD + Arthritis","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Triad most associated with perceived poor health"
"Acid Peptic Disease + Arthritis","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Most common dyad among young men"
"Acid Peptic Disease + Hypertension","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Most common dyad among women"
"Hypertension + Chronic Lung Disease/Arthritis/Visual Difficulty","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Age-related clustering"
"Chronic Kidney Disease + Diabetes + Hypertension","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Classic metabolic syndrome cluster"
"Stroke + Hypertension + Diabetes","https://www.nature.com/articles/s43856-024-00529-4","Found in metabolic and cardiovascular clusters"
"No.","Disease 1","Disease 2","Disease 3","Prevalence (%)","Reference Link"
"9","Depression","Hypertension","16.7 – 57.9*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"10","Depression","Arthritis","55.6*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"11","Depression","Diabetes","23.2*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"12","Depression","COPD/Asthma","23.3*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"13","Depression","Heart Disease","27.6*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"14","Dementia","Hypertension","37.1*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"15","Osteoarthritis","Hypertension","19.8*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"16","Diabetes Mellitus","Stroke","2.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"17","Cancer","Depression","10.9*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"18","Cancer","Diabetes","2.7","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"19","Hypertension","Musculoskeletal Disease","11.5","https://www.medrxiv.org/content/10.1101/2022.01.18.22269483v3.full.pdf"
"20","Hypertension","Diabetes & Arthritis","11.5","https://www.medrxiv.org/content/10.1101/2022.01.18.22269483v3.full.pdf"
"No.","Disease 1","Disease 2","Prevalence (%)","Reference"
"1","Hypertension","High Cholesterol","12.4","CDC 2020"
"2","Hypertension","Arthritis","9.6","CDC 2020"
"3","Hypertension","Diabetes","6.6","CDC 2020"
"4","Hypertension","Heart Disease","6.1","CDC 2020"
"5","Hypertension","Cancer","5.3","CDC 2020"
"6","Hypertension","Asthma","4.5","CDC 2020"
"7","Hypertension","COPD","3.8","CDC 2020"
"8","Hypertension","Stroke","2.7","CDC 2020"
"9","Hypertension","Kidney Disease","2.6","CDC 2020"
"10","Hypertension","Depression","7.5","CDC 2020"
"11","High Cholesterol","Arthritis","7.9","CDC 2020"
"12","High Cholesterol","Diabetes","5.7","CDC 2020"
"13","High Cholesterol","Heart Disease","5.4","CDC 2020"
"14","High Cholesterol","Cancer","4.1","CDC 2020"
"15","High Cholesterol","Asthma","3.5","CDC 2020"
"16","High Cholesterol","COPD","2.3","CDC 2020"
"17","High Cholesterol","Stroke","1.7","CDC 2020"
"18","High Cholesterol","Kidney Disease","1.6","CDC 2020"
"19","High Cholesterol","Depression","4.8","CDC 2020"
"20","Arthritis","Diabetes","3.8","CDC 2020"
"21","Arthritis","Heart Disease","6.7","CDC 2020"
"22","Arthritis","Cancer","4.3","CDC 2020"
"23","Arthritis","Asthma","4.3","CDC 2020"
"24","Arthritis","COPD","2.7","CDC 2020"
"25","Arthritis","Stroke","2.2","CDC 2020"
"26","Arthritis","Kidney Disease","2.0","CDC 2020"
"27","Arthritis","Depression","6.2","CDC 2020"
"28","Diabetes","Heart Disease","3.6","CDC 2020"
"29","Diabetes","Cancer","2.6","CDC 2020"
"30","Diabetes","Asthma","1.9","CDC 2020"
"31","Diabetes","COPD","1.6","CDC 2020"
"32","Diabetes","Stroke","1.7","CDC 2020"
"33","Diabetes","Kidney Disease","1.8","CDC 2020"
"34","Diabetes","Depression","5.1","CDC 2020"
"35","Heart Disease","Cancer","3.3","CDC 2020"
"36","Heart Disease","Asthma","2.0","CDC 2020"
"37","Heart Disease","COPD","2.4","CDC 2020"
"38","Heart Disease","Stroke","2.7","CDC 2020"
"39","Heart Disease","Kidney Disease","2.3","CDC 2020"
"40","Heart Disease","Depression","4.2","CDC 2020"
"41","Cancer","Asthma","1.7","CDC 2020"
"42","Cancer","COPD","1.4","CDC 2020"
"43","Cancer","Stroke","1.2","CDC 2020"
"44","Cancer","Kidney Disease","1.3","CDC 2020"
"45","Cancer","Depression","3.5","CDC 2020"
"46","Asthma","COPD","1.5","CDC 2020"
"47","Asthma","Stroke","0.9","CDC 2020"
"48","Asthma","Kidney Disease","0.8","CDC 2020"
"49","Asthma","Depression","2.8","CDC 2020"
"50","COPD","Stroke","0.9","CDC 2020"
"51","COPD","Kidney Disease","0.8","CDC 2020"
"52","COPD","Depression","2.5","CDC 2020"
"53","Stroke","Kidney Disease","0.7","CDC 2020"
"54","Stroke","Depression","1.4","CDC 2020"
"55","Kidney Disease","Depression","1.1","CDC 2020"
"56","Hypertension","Obesity","","Barnett"
"57","Hypertension","Depression","","Barnett"
"58","Hypertension","Pain","","Barnett"
"59","Diabetes","Obesity","","Barnett"
"60","Diabetes","Depression","","Barnett"
"61","Diabetes","Pain","","Barnett"
"62","Diabetes","COPD","","Barnett"
"63","Heart Disease","Obesity","","Barnett"
"64","Heart Disease","Depression","","Barnett"
"65","Heart Disease","Pain","","Barnett"
"66","Heart Disease","COPD","","Barnett"
"67","Heart Disease","Stroke","","Barnett"
"68","Heart Disease","Cancer","","Barnett"
"69","Cancer","Obesity","","Barnett"
"70","Cancer","Depression","","Barnett"
"71","Cancer","Pain","","Barnett"
"72","Cancer","COPD","","Barnett"
"73","Cancer","Stroke","","Barnett"
"74","Asthma","Obesity","","Barnett"
"75","Asthma","Depression","","Barnett"
"76","Asthma","Pain","","Barnett"
"77","Asthma","COPD","","Barnett"
"78","Asthma","Stroke","","Barnett"
"79","COPD","Obesity","","Barnett"
"80","COPD","Depression","","Barnett"
"81","COPD","Pain","","Barnett"
"82","COPD","Stroke","","Barnett"
"83","COPD","Cancer","","Barnett"
"84","Stroke","Obesity","","Barnett"
"85","Stroke","Depression","","Barnett"
"86","Stroke","Pain","","Barnett"
"87","Stroke","Cancer","","Barnett"
"88","Kidney Disease","Obesity","","Barnett"
"89","Kidney Disease","Depression","","Barnett"
"90","Kidney Disease","Pain","","Barnett"
"91","Kidney Disease","COPD","","Barnett"
"92","Kidney Disease","Stroke","","Barnett"
"93","Kidney Disease","Cancer","","Barnett"
"94","Depression","Obesity","","Barnett"
"95","Depression","Pain","","Barnett"
"96","Depression","Cancer","","Barnett"
"97","Pain","Obesity","","Barnett"
"98","Pain","Cancer","","Barnett"
"99","Pain","COPD","","Barnett"
"100","Pain","Stroke","","Barnett"
"No.","Disease 1","Disease 2","Prevalence (%)","Reference"
"1","Hypertension","Osteoarthritis","19.8 – 20.1","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1349418/full"
"2","Hypertension","Coronary artery disease","14.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"3","Hypertension","Diabetes mellitus","12.0 – 14.0","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1349418/full"
"4","Hypertension","Stroke","2.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"5","Hypertension","Cancer","10.6","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"6","Hypertension","Dementia","5.5","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"7","Depression","Hypertension","16.7 – 57.9*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"8","Depression","Arthritis","55.6*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"9","Depression","Diabetes mellitus","23.2*","https://www.medrxiv.org/content/10.1101/2021.12.31.21268568v1.full.pdf"
"10","Depression","COPD/Asthma","23.3*","https://www.emjreviews.com/wp-content/uploads/2022/03/Comorbidity-of-Anxiety-and-Depression-with-Hypertension-Diabetes-and-Cardiovascular-Disease-A-Selecti-1.pdf"
"11","Depression","Cancer","10.9*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"12","Depression","Heart disease","27.6*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"13","Diabetes mellitus","Stroke","2.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"14","Diabetes mellitus","Cancer","2.7","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"15","Dementia","Hypertension","37.1","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"16","Dementia","Stroke","16.4","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"17","Osteoarthritis","Hypertension","19.8","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"18","Heart disease","Depression","16.6","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"19","Hypertension","Visual impairment","7.3","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1349418/full"
"20","Diabetes mellitus","Depression","8 – 44","https://www.medrxiv.org/content/10.1101/2021.12.31.21268568v1.full.pdf"
"No.","Disease 1","Disease 2","Prevalence (%)","Reference Link"
"1","Cancer","Arthritis","2.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"2","Cardiovascular Disease","Arthritis","2.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"3","Diabetes","Arthritis","2.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"4","Cancer","Cardiovascular Disease","1.6","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"5","Cancer","Diabetes","1.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"6","Cardiovascular Disease","Diabetes","1.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"7","Cancer","COPD","0.8","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"8","Cardiovascular Disease","COPD","0.7","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"9","Diabetes","COPD","0.7","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"10","Arthritis","COPD","0.7","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"11","Cancer","Arthritis + Diabetes","0.5","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"12","Cardiovascular Disease","Arthritis + Diabetes","0.5","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"13","Cancer","Cardiovascular Disease + Diabetes","0.4","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"14","Cancer","Cardiovascular Disease + Arthritis","0.4","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"15","Cardiovascular Disease","Diabetes + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"16","Cancer","Diabetes + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"17","Cancer","Arthritis + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"18","Diabetes","Arthritis + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"19","Cardiovascular Disease","Arthritis + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"20","Arthritis","Diabetes + COPD","0.3","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"21","Cancer","Cardiovascular Disease + COPD","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"22","Diabetes","Cardiovascular Disease + COPD","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"23","Arthritis","Cardiovascular Disease + COPD","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"24","Arthritis","Cancer + Diabetes","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"25","Arthritis","Cancer + Cardiovascular Disease","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"26","Diabetes","Cancer + Cardiovascular Disease","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"27","Arthritis","Cancer + COPD","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"28","Arthritis","Diabetes + Cardiovascular Disease","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"29","Diabetes","Arthritis + Cardiovascular Disease","0.2","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"30","Cancer","Arthritis + Cardiovascular Disease + Diabetes","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"31","Cardiovascular Disease","Arthritis + Diabetes + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"32","Cancer","Arthritis + Diabetes + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"33","Cancer","Cardiovascular Disease + Diabetes + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"34","Arthritis","Cancer + Diabetes + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"35","Cancer","Arthritis + Cardiovascular Disease + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"36","Arthritis","Cancer + Cardiovascular Disease + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"37","Diabetes","Cancer + Cardiovascular Disease + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"38","Arthritis","Cardiovascular Disease + Diabetes + COPD","0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"39","Cancer","Arthritis + Diabetes + Cardiovascular Disease + COPD","<0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"40","Diabetes","Arthritis + Diabetes + Cardiovascular Disease + COPD","<0.1","https://www.cdc.gov/pcd/issues/2013/12_0316.htm"
"...","...","...","...","..."
"No.","Disease 1","Disease 2","Prevalence (%)","Reference URL"
"1","Hypertension","High Cholesterol","12.4","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"2","Hypertension","Arthritis","9.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"3","Hypertension","Diabetes","6.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"4","Hypertension","Heart Disease","6.1","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"5","Hypertension","Cancer","5.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"6","Hypertension","Asthma","4.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"7","Hypertension","COPD","3.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"8","Hypertension","Stroke","2.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"9","Hypertension","Kidney Disease","2.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"10","Hypertension","Depression","7.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"11","High Cholesterol","Arthritis","7.9","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"12","High Cholesterol","Diabetes","5.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"13","High Cholesterol","Heart Disease","5.4","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"14","High Cholesterol","Cancer","4.1","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"15","High Cholesterol","Asthma","3.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"16","High Cholesterol","COPD","2.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"17","High Cholesterol","Stroke","1.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"18","High Cholesterol","Kidney Disease","1.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"19","High Cholesterol","Depression","4.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"20","Arthritis","Diabetes","3.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"21","Arthritis","Heart Disease","6.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"22","Arthritis","Cancer","4.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"23","Arthritis","Asthma","4.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"24","Arthritis","COPD","2.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"25","Arthritis","Stroke","2.2","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"26","Arthritis","Kidney Disease","2.0","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"27","Arthritis","Depression","6.2","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"28","Diabetes","Heart Disease","3.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"29","Diabetes","Cancer","2.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"30","Diabetes","Asthma","1.9","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"31","Diabetes","COPD","1.6","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"32","Diabetes","Stroke","1.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"33","Diabetes","Kidney Disease","1.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"34","Diabetes","Depression","5.1","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"35","Heart Disease","Cancer","3.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"36","Heart Disease","Asthma","2.0","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"37","Heart Disease","COPD","2.4","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"38","Heart Disease","Stroke","2.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"39","Heart Disease","Kidney Disease","2.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"40","Heart Disease","Depression","4.2","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"41","Cancer","Asthma","1.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"42","Cancer","COPD","1.4","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"43","Cancer","Stroke","1.2","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"44","Cancer","Kidney Disease","1.3","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"45","Cancer","Depression","3.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"46","Asthma","COPD","1.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"47","Asthma","Stroke","0.9","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"48","Asthma","Kidney Disease","0.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"49","Asthma","Depression","2.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"50","COPD","Stroke","0.9","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"51","COPD","Kidney Disease","0.8","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"52","COPD","Depression","2.5","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"53","Stroke","Kidney Disease","0.7","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"54","Stroke","Depression","1.4","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"55","Kidney Disease","Depression","1.1","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"56","Hypertension","Obesity","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"57","Hypertension","Depression","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"58","Hypertension","Pain","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"59","Diabetes","Obesity","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"60","Diabetes","Depression","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"61","Diabetes","Pain","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"62","Diabetes","COPD","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"63","Heart Disease","Obesity","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"64","Heart Disease","Depression","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"65","Heart Disease","Pain","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"66","Heart Disease","COPD","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"67","Heart Disease","Stroke","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"68","Heart Disease","Cancer","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"69","Cancer","Obesity","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"70","Cancer","Depression","","https://www.cdc.gov/pcd/issues/2020/20_0130.htm"
"...","...","...","...","..."
"No.","Disease 1","Disease 2"
"1","Hypertension","Diabetes"
"2","Hypertension","Hyperlipidemia"
"3","Hypertension","Obesity"
"4","Hypertension","Chronic Kidney Disease"
"5","Hypertension","Heart Failure"
"6","Hypertension","Coronary Artery Disease"
"7","Hypertension","Stroke"
"8","Hypertension","Atrial Fibrillation"
"9","Hypertension","Arthritis"
"10","Hypertension","Depression"
"11","Diabetes","Hyperlipidemia"
"12","Diabetes","Obesity"
"13","Diabetes","Chronic Kidney Disease"
"14","Diabetes","Coronary Artery Disease"
"15","Diabetes","Retinopathy"
"16","Diabetes","Neuropathy"
"17","Diabetes","Depression"
"18","Diabetes","Arthritis"
"19","Diabetes","Heart Failure"
"20","Diabetes","Stroke"
"21","Obesity","Hyperlipidemia"
"22","Obesity","Sleep Apnea"
"23","Obesity","Osteoarthritis"
"24","Obesity","Fatty Liver Disease"
"25","Obesity","GERD"
"26","Obesity","Depression"
"27","Obesity","Asthma"
"28","Obesity","Polycystic Ovary Syndrome"
"29","Obesity","Hypertension"
"30","Obesity","Diabetes"
"31","COPD","Heart Failure"
"32","COPD","Coronary Artery Disease"
"33","COPD","Depression"
"34","COPD","Lung Cancer"
"35","COPD","Osteoporosis"
"36","COPD","Hypertension"
"37","COPD","Diabetes"
"38","Asthma","Allergic Rhinitis"
"39","Asthma","Eczema"
"40","Asthma","Depression"
"41","Asthma","GERD"
"42","Asthma","Obesity"
"43","Asthma","Anxiety"
"44","Asthma","Sleep Apnea"
"45","Asthma","Sinusitis"
"46","Heart Failure","Chronic Kidney Disease"
"47","Heart Failure","Atrial Fibrillation"
"48","Heart Failure","Diabetes"
"49","Heart Failure","Hypertension"
"50","Heart Failure","COPD"
"51","Coronary Artery Disease","Diabetes"
"52","Coronary Artery Disease","Hypertension"
"53","Coronary Artery Disease","Hyperlipidemia"
"54","Coronary Artery Disease","Chronic Kidney Disease"
"55","Coronary Artery Disease","Depression"
"56","Stroke","Hypertension"
"57","Stroke","Diabetes"
"58","Stroke","Atrial Fibrillation"
"59","Stroke","Hyperlipidemia"
"60","Stroke","Depression"
"61","Chronic Kidney Disease","Hypertension"
"62","Chronic Kidney Disease","Diabetes"
"63","Chronic Kidney Disease","Heart Failure"
"64","Chronic Kidney Disease","Anemia"
"65","Chronic Kidney Disease","Hyperparathyroidism"
"66","Chronic Kidney Disease","Gout"
"67","Osteoarthritis","Obesity"
"68","Osteoarthritis","Hypertension"
"69","Osteoarthritis","Diabetes"
"70","Osteoarthritis","Depression"
"71","Rheumatoid Arthritis","Osteoporosis"
"72","Rheumatoid Arthritis","Cardiovascular Disease"
"73","Rheumatoid Arthritis","Depression"
"74","Rheumatoid Arthritis","Interstitial Lung Disease"
"75","Rheumatoid Arthritis","Sjögren’s Syndrome"
"76","Depression","Anxiety"
"77","Depression","Insomnia"
"78","Depression","Chronic Pain"
"79","Depression","Diabetes"
"80","Depression","Heart Disease"
"81","Anxiety","Insomnia"
"82","Anxiety","Migraine"
"83","Anxiety","Asthma"
"84","Anxiety","Irritable Bowel Syndrome"
"85","Anxiety","Depression"
"86","Epilepsy","Depression"
"87","Epilepsy","Migraine"
"88","Epilepsy","Anxiety"
"89","Epilepsy","Intellectual Disability"
"90","Migraine","Depression"
"91","Migraine","Anxiety"
"92","Migraine","Irritable Bowel Syndrome"
"93","Migraine","Asthma"
"94","Migraine","Fibromyalgia"
"95","Fibromyalgia","Depression"
"96","Fibromyalgia","Chronic Fatigue Syndrome"
"97","Fibromyalgia","Irritable Bowel Syndrome"
"98","Fibromyalgia","Anxiety"
"99","Fibromyalgia","Migraine"
"100","Chronic Pain","Depression"
"Pair","Prevalence (%)","Data Source"
"Depression + Hypertension","1.2 – 57.9*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Depression + Arthritis","1.7 – 4.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Depression + Diabetes","1.7 – 23.2*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Depression + COPD/Asthma","0.9 – 23.3*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Depression + Heart Disease","0.6 – 27.6*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Pair","Prevalence (%)","Data Source"
"Diabetes + Stroke","2.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Diabetes + Heart Failure","1.8 – 2.2","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Coronary Artery Disease + Hypertension","9.8 – 14.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Cancer + Hypertension","5.5 – 10.6","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Pair","Prevalence (%)","Data Source"
"Diabetes + Stroke","2.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Diabetes + Heart Failure","1.8 – 2.2","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Coronary Artery Disease + Hypertension","9.8 – 14.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Cancer + Hypertension","5.5 – 10.6","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Pair","Prevalence (%)","Data Source"
"Osteoarthritis + Hypertension","19.8","https://journals.sagepub.com/doi/10.1177/23333928231178774?icid=int.sj-full-text.citing-articles.130"
"Arthritis + Depression","1.7 – 4.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"COPD/Asthma + Depression","0.9 – 23.3*","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Pair","Prevalence (%)","Data Source"
